lon,lat,kg_class,bio5,bio14,elevation,presence
122.76128895014074,7.896161749961834,1.0,31.5,63.0,177.65413,0
120.91962965013988,12.687809249964062,2.0,32.6,18.0,191.85995,0
120.72796375013979,18.454452849966742,2.0,31.6,49.0,269.27658,0
122.0446251501404,16.55446044996586,1.0,30.1,123.0,574.9624,0
120.9529628501399,13.004474649964209,2.0,32.1,30.0,395.12637,0
125.28627885014191,8.879491149962291,1.0,30.1,165.0,555.6402,0
123.99461735014131,10.496151349963043,1.0,32.9,43.0,99.86543,0
125.09461295014182,6.862832549961354,1.0,31.0,94.0,513.1537,0
124.53628185014156,6.204501849961048,1.0,30.6,92.0,527.9805,0
125.60294425014206,7.904495049961838,1.0,31.2,172.0,196.61925,0
122.84462195014078,13.99613734996467,1.0,30.1,107.0,406.22833,0
121.98629205014038,16.346127949965762,1.0,27.5,125.0,1004.1472,0
124.86128055014171,8.321160049962032,1.0,31.5,92.0,658.9712,0
123.92795095014128,9.854487249962744,1.0,31.7,56.0,280.45972,0
121.56962705014018,14.629468149964964,1.0,30.5,55.0,324.99612,0
121.91129235014034,17.09612494996611,1.0,34.6,47.0,90.93067,0
124.21961645014142,9.612821549962632,1.0,32.6,54.0,42.14485,0
125.97794275014223,8.412826349962074,1.0,32.1,217.0,29.74886,0
126.57794035014251,7.554496449961675,1.0,31.6,119.0,2.5562618,0
119.33630265013915,10.96281614996326,2.0,31.5,13.0,127.012825,0
123.99461735014131,8.029494549961896,1.0,31.7,114.0,510.70087,0
120.72796375013979,17.454456849966277,2.0,32.9,7.0,154.00835,0
124.51961525014156,12.079478349963779,1.0,31.8,121.0,21.01195,0
126.47794075014247,7.496163349961648,1.0,29.6,128.0,505.707,0
121.19462855014001,17.87112184996647,2.0,30.3,51.0,487.39877,0
121.20296185014001,16.12946214996566,1.0,26.5,37.0,1297.2999,0
121.31129475014006,16.479460749965824,1.0,31.7,63.0,407.71423,0
122.19462455014047,10.96281614996326,2.0,30.3,38.0,614.34357,0
124.91961365014174,10.762816949963167,1.0,31.7,175.0,43.88957,0
121.91129235014034,16.496127349965832,1.0,30.5,119.0,565.19525,0
125.41127835014197,6.521167249961195,1.0,32.5,99.0,152.66396,0
121.5946269501402,13.95447084996465,1.0,33.1,48.0,46.988567,0
126.03627585014226,9.121156849962404,1.0,30.4,170.0,307.56995,0
122.01129195014039,16.204461849965696,1.0,32.2,153.0,209.87076,0
125.2696122501419,11.22114844996338,1.0,29.5,167.0,403.0271,0
125.486278050142,5.737837049960831,1.0,31.0,105.0,399.3887,0
120.70296385013978,16.971125449966053,2.0,31.0,18.0,527.2351,0
122.96962145014083,11.07114904996331,1.0,32.9,63.0,6.2716947,0
120.76129695013981,15.496131349965367,3.0,34.5,3.0,16.944136,0
124.71961445014165,11.95447884996372,1.0,31.9,139.0,14.537448,0
122.63628945014068,11.321148049963426,1.0,32.9,67.0,27.494623,0
124.51128195014155,8.454492849962094,1.0,32.9,75.0,235.5231,0
121.35296125014008,14.379469149964848,2.0,30.7,34.0,377.14087,0
125.9029430501422,8.92115764996231,1.0,29.4,203.0,591.6892,0
123.68628525014117,12.21281114996384,1.0,32.0,78.0,258.68192,0
126.20294185014234,7.0794983499614546,1.0,29.7,140.0,572.4928,0
121.35296125014008,16.654460049965905,1.0,33.7,54.0,228.98117,0
121.17796195014,16.121128849965658,1.0,26.9,35.0,1186.981,0
124.91961365014174,11.971145449963728,1.0,31.4,156.0,77.96817,0
121.26962825014004,15.262798949965259,1.0,29.7,43.0,542.15247,0
122.38629045014056,17.254457649966184,1.0,32.7,75.0,128.68321,0
125.99460935014224,9.237823049962458,1.0,32.4,152.0,6.439519,0
125.02794655014179,6.896165749961369,1.0,32.9,92.0,117.76143,0
120.86962985013986,17.20445784996616,12.0,23.1,53.0,1786.979,0
121.3946277501401,17.879455149966475,2.0,32.0,33.0,330.2863,0
125.49461135014201,9.921153649962775,1.0,31.3,142.0,6.170135,0
119.96963345013944,12.054478449963767,2.0,32.5,9.0,12.150631,0
121.71129315014025,16.246128349965716,1.0,32.3,115.0,290.34442,0
124.01961725014132,6.871165849961358,1.0,31.3,99.0,488.9303,0
122.71128915014071,9.862820549962748,1.0,32.5,34.0,257.59015,0
126.08627565014228,7.662829349961726,1.0,32.4,120.0,71.35573,0
121.06962905013995,5.887836449960901,1.0,31.4,92.0,2.5287123,0
122.86128855014078,13.896137749964623,1.0,31.6,94.0,183.75414,0
121.35296125014008,15.946129549965576,1.0,28.6,52.0,858.7026,0
124.93628025014175,12.271144249963868,1.0,31.7,145.0,42.98174,0
121.74462635014027,16.17112864996568,1.0,29.5,111.0,680.6246,0
119.2279697501391,10.396151749962996,2.0,31.2,15.0,190.58398,0
122.30295745014052,13.704471849964534,1.0,32.3,53.0,87.184555,0
124.74461435014166,10.837816649963202,1.0,31.7,137.0,3.0038426,0
121.10296225013997,13.279473549964337,1.0,32.9,49.0,16.131401,0
120.66963065013977,16.329461349965754,12.0,25.8,8.0,1467.2076,0
123.9612841501413,11.99614534996374,1.0,33.3,86.0,49.35433,0
125.41961165014197,5.404505049960676,1.0,32.2,109.0,31.52762,0
124.51128195014155,9.77948754996271,1.0,32.2,60.0,115.962265,0
125.63627745014207,8.204493849961978,1.0,31.5,187.0,113.53065,0
123.26962025014097,7.771162249961776,1.0,31.5,77.0,317.76077,0
120.0946329501395,15.004466649965138,2.0,34.8,4.0,12.469996,0
120.76129695013981,17.187791249966153,2.0,29.5,33.0,710.93176,0
125.61127755014206,7.554496449961675,1.0,32.4,139.0,49.4332,0
125.41961165014197,11.52114724996352,1.0,30.8,163.0,102.45071,0
121.62796015014021,16.18779524996569,1.0,30.7,95.0,658.0565,0
121.46129415014013,18.154454049966603,2.0,33.6,30.0,31.640293,0
119.42796895013919,10.629484149963105,2.0,31.8,13.0,66.057365,0
122.35295725014055,17.26279094996619,1.0,32.0,84.0,288.6022,0
124.79461415014168,5.979502749960943,1.0,29.9,96.0,651.50226,0
121.51129395014016,14.904467049965092,1.0,28.9,64.0,668.1109,0
125.36127855014195,6.629500149961245,1.0,33.2,96.0,13.091529,0
125.477944750142,5.921169649960916,1.0,27.3,138.0,1215.3644,0
121.45296085014013,16.779459549965964,1.0,33.8,59.0,254.90462,0
122.50295665014062,13.812804749964585,1.0,32.8,62.0,24.046139,0
124.76961425014167,7.954494849961861,15.0,22.2,164.0,2336.7383,0
124.01128395014132,12.554476449964,1.0,31.9,113.0,99.02663,0
125.39461175014196,12.237811049963852,1.0,31.1,162.0,77.77025,0
124.94461355014175,10.262818949962934,1.0,30.5,127.0,381.551,0
121.20296185014001,12.554476449964,2.0,32.0,23.0,341.29114,0
122.30295745014052,17.321124049966215,1.0,33.3,64.0,50.0783,0
120.71129715013979,16.229461749965708,2.0,29.9,5.0,783.18384,0
122.65295605014069,7.92949494996185,1.0,31.3,60.0,285.51227,0
120.59463095013973,17.021125249966076,2.0,28.2,23.0,982.57526,0
125.45294485014199,8.179493949961966,1.0,28.4,182.0,846.98535,0
125.02794655014179,11.979478749963732,1.0,30.8,169.0,188.44551,0
122.76962225014074,9.712821149962679,2.0,32.7,37.0,238.89488,0
125.56961105014204,7.579496349961687,1.0,31.9,141.0,152.65826,0
126.44460755014245,7.3461639499615785,1.0,29.5,128.0,529.3906,0
122.33629065014054,7.446163549961625,2.0,32.5,52.0,22.318094,0
121.57796035014019,6.646166749961253,1.0,31.4,65.0,1.0890867,0
123.12795415014091,8.412826349962074,1.0,31.2,77.0,327.94693,0
120.86962985013986,18.312786749966676,2.0,29.2,97.0,724.72675,0
125.6862772501421,10.737817049963155,1.0,31.5,129.0,27.597158,0
120.63629745013975,14.029470549964685,3.0,33.5,7.0,4.161243,0
123.5446191501411,13.69613854996453,1.0,32.6,129.0,6.6710486,0
125.38627845014196,8.029494549961896,1.0,28.7,171.0,788.00806,0
121.92795895014035,17.2877908499662,1.0,33.7,42.0,118.38537,0
124.08628365014135,12.746142349964089,1.0,29.9,136.0,445.65164,0
120.9612961501399,12.571143049964007,2.0,33.9,13.0,17.631914,0
124.22794975014142,7.67116264996173,1.0,30.1,106.0,974.3709,0
120.62796415013975,13.32947334996436,2.0,33.5,16.0,121.43358,0
124.22794975014142,8.14616074996195,1.0,32.5,104.0,378.1942,0
121.45296085014013,15.987796049965596,1.0,30.4,76.0,539.6763,0
123.311286750141,7.754495649961768,1.0,32.4,75.0,179.01826,0
124.93628025014175,7.88782844996183,1.0,30.6,110.0,858.39154,0
121.05296245013994,18.504452649966765,1.0,30.3,122.0,402.96716,0
122.20295785014048,14.179469949964755,1.0,32.3,72.0,1.5181376,0
121.63629345014022,13.99613734996467,1.0,32.7,49.0,99.30436,0
123.16962065014093,7.554496449961675,1.0,31.5,76.0,285.329,0
121.17796195014,15.187799249965224,2.0,29.7,33.0,657.81525,0
123.72795175014119,8.55449244996214,1.0,32.6,79.0,52.058296,0
125.35294525014194,6.721166449961288,1.0,33.3,96.0,6.3267283,0
122.37795715014056,10.904483049963233,1.0,31.8,41.0,219.04929,0
118.62797215013882,9.546155149962601,3.0,32.5,19.0,12.188311,0
124.24461635014143,14.012803949964677,1.0,31.1,150.0,44.91339,0
125.06127975014181,6.946165549961393,1.0,32.6,94.0,178.56255,0
120.92796295013989,13.379473149964383,2.0,29.0,35.0,702.7109,0
126.35294125014241,7.37116384996159,1.0,28.1,146.0,810.79004,0
120.37796515013963,13.43780624996441,2.0,32.7,10.0,219.75769,0
121.15296205013999,16.487794049965828,2.0,33.0,45.0,271.87967,0
120.0862996501395,15.487798049965363,2.0,28.9,4.0,843.8176,0
120.40296505013964,14.72946774996501,2.0,29.2,9.0,804.174,0
120.51129795013969,16.804459449965975,2.0,32.4,7.0,258.34055,0
122.6946225501407,10.654484049963116,2.0,33.0,38.0,58.234444,0
122.13629145014045,6.937832249961389,1.0,32.3,49.0,8.584661,0
124.75294765014166,8.054494449961908,1.0,29.5,114.0,1125.8942,0
124.25294965014143,6.396167749961137,1.0,29.6,99.0,856.4457,0
120.13629945013952,15.50446464996537,2.0,26.3,5.0,1353.7225,0
120.9696294501399,6.196168549961044,1.0,31.3,81.0,2.7572567,0
121.10296225013997,14.354469249964836,3.0,32.9,9.0,1.0,0
123.40295305014104,9.796154149962717,1.0,31.2,64.0,438.44095,0
121.19462855014001,16.487794049965828,1.0,33.0,47.0,275.48953,0
124.94461355014175,10.44615154996302,1.0,28.8,150.0,725.1644,0
122.0446251501404,16.612793549965886,1.0,30.9,116.0,458.29538,0
122.28629085014052,13.95447084996465,1.0,32.4,66.0,16.882181,0
122.6696226501407,11.296148149963415,1.0,33.0,65.0,37.441326,0
125.22794575014188,8.33782664996204,1.0,29.1,150.0,707.7677,0
125.7029438501421,7.596162949961695,1.0,32.8,154.0,22.085138,0
120.66963065013977,16.779459549965964,12.0,25.6,13.0,1369.6412,0
124.99461335014178,6.237835049961063,1.0,32.8,76.0,324.9028,0
122.56962305014065,9.529488549962593,2.0,31.4,26.0,350.96957,0
121.26129495014004,14.346135949964832,2.0,32.4,16.0,2.3093996,0
121.21962845014002,16.221128449965704,1.0,29.1,38.0,844.5821,0
123.49461935014108,9.921153649962775,1.0,30.4,68.0,650.732,0
120.97796275013991,18.346119949966692,1.0,29.2,106.0,641.70685,0
125.08627965014182,10.371151849962985,1.0,30.0,162.0,381.84796,0
124.58628165014159,6.254501649961071,1.0,27.3,113.0,1292.6221,0
124.67794795014163,8.437826249962086,1.0,32.6,78.0,175.38315,0
124.86128055014171,11.862812549963678,1.0,31.8,151.0,41.00468,0
120.22796575013956,15.162799349965212,2.0,33.3,6.0,223.54935,0
126.3446079501424,7.737829049961761,1.0,30.9,124.0,252.68784,0
118.05297445013855,9.254489649962466,2.0,32.3,18.0,19.321695,0
124.24461635014143,13.95447084996465,1.0,29.9,161.0,289.02753,0
121.24462835014003,14.21280314996477,2.0,32.3,17.0,1.0,0
124.15295005014138,6.771166249961311,1.0,32.8,102.0,242.50693,0
125.39461175014196,11.73781304996362,1.0,31.0,171.0,91.111946,0
121.15296205013999,18.054454449966556,2.0,31.6,51.0,330.3874,0
122.6779559501407,13.254473649964325,2.0,32.8,32.0,98.98721,0
120.25296565013957,12.03781184996376,2.0,32.5,10.0,185.36662,0
124.31128275014146,6.862832549961354,1.0,32.0,100.0,460.33878,0
122.33629065014054,11.004482649963279,1.0,28.3,51.0,809.0375,0
124.47794875014154,6.771166249961311,1.0,34.1,97.0,46.964138,0
124.42794895014151,10.654484049963116,1.0,31.8,77.0,238.59418,0
122.57795635014065,10.96281614996326,1.0,33.2,56.0,40.743256,0
124.46128215014153,11.662813349963585,1.0,28.1,131.0,795.1155,0
121.89462575014034,16.14612874996567,1.0,32.8,146.0,106.19145,0
120.9529628501399,17.58778964996634,2.0,28.8,59.0,888.4708,0
121.27796155014005,16.604460249965882,1.0,33.4,53.0,279.77408,0
122.14462475014045,14.021137249964681,1.0,32.3,65.0,23.877771,0
120.99462935013992,14.546135149964925,3.0,33.7,8.0,7.3468995,0
123.36961985014102,9.712821149962679,1.0,30.4,67.0,603.51013,0
121.86129255014032,16.51279394996584,1.0,33.7,97.0,141.89137,0
122.96962145014083,10.846149949963205,1.0,33.1,69.0,2.629789,0
121.09462895013996,17.771122249966425,2.0,27.8,84.0,943.825,0
120.41963165013965,16.779459549965964,2.0,33.5,6.0,85.82094,0
121.94462555014036,12.062811749963771,1.0,32.1,47.0,126.72507,0
125.0529464501418,6.562833749961214,1.0,28.3,109.0,1103.768,0
122.01129195014039,11.84614594996367,1.0,30.6,61.0,386.18018,0
126.20294185014234,9.00449064996235,1.0,32.3,165.0,4.0314803,0
122.93628825014082,9.212823149962446,2.0,32.0,31.0,194.42772,0
125.57794435014205,10.346151949962973,1.0,31.2,144.0,52.547455,0
123.25295365014097,12.529476549963988,2.0,32.9,65.0,18.160732,0
124.51961525014156,7.737829049961761,15.0,24.9,128.0,1836.3795,0
120.56963105013972,17.196124549966157,2.0,31.4,13.0,413.37207,0
124.87794715014172,12.537809849963992,1.0,31.9,127.0,5.505966,0
123.42795295014105,9.654488049962652,1.0,30.6,67.0,659.32587,0
125.19461255014187,11.771146249963635,1.0,30.2,179.0,235.74738,0
120.9612961501399,12.679475949964058,2.0,32.3,19.0,234.10239,0
118.97797075013898,10.179485949962896,2.0,29.2,16.0,561.2516,0
120.58629765013973,16.66279334996591,2.0,29.7,8.0,660.21356,0
120.00296665013946,16.03779584996562,2.0,34.2,5.0,103.44881,0
123.84461795014124,12.004478649963744,1.0,33.7,79.0,39.875874,0
124.71128115014164,5.996169349960951,1.0,31.0,90.0,463.46228,0
125.24461235014189,8.33782664996204,1.0,29.5,150.0,657.97736,0
120.63629745013975,16.02112924996561,3.0,34.8,7.0,43.052654,0
124.90294705014173,11.17948194996336,1.0,32.2,144.0,23.907698,0
123.27795355014098,10.59615094996309,1.0,30.0,78.0,730.7158,0
121.87795915014033,17.20445784996616,2.0,34.8,39.0,33.21282,0
124.24461635014143,7.5461631499616715,1.0,31.9,110.0,506.50635,0
125.19461255014187,6.737833049961296,1.0,33.6,90.0,72.97334,0
124.87794715014172,10.196152549962903,1.0,30.6,108.0,312.033,0
122.8946217501408,13.987804049964666,1.0,31.7,109.0,143.76627,0
121.16129535014,13.254473649964325,1.0,33.2,52.0,20.640715,0
120.44463155013966,14.72946774996501,2.0,31.3,9.0,429.0263,0
124.86128055014171,10.6211508499631,1.0,31.4,149.0,138.02917,0
120.86129655013985,13.13780744996427,2.0,32.7,29.0,238.65651,0
120.69463055013978,11.104482249963326,2.0,33.3,10.0,4.862604,0
121.35296125014008,14.571135049964937,1.0,30.1,37.0,548.4986,0
119.91963365013942,10.546151149963066,2.0,32.2,10.0,52.464745,0
121.91962565014035,17.171124649966146,1.0,34.7,43.0,52.630413,0
121.10296225013997,13.946137549964646,2.0,31.1,30.0,349.30798,0
124.01961725014132,11.046149149963298,1.0,33.5,53.0,41.600132,0
120.91129635013988,17.229457749966173,12.0,21.5,64.0,2083.5374,0
118.13630745013859,9.229489749962454,3.0,31.6,19.0,205.17282,0
120.98629605013991,16.546127149965855,2.0,27.9,34.0,999.47864,0
123.71961845014118,12.112811549963794,1.0,33.7,72.0,14.387338,0
120.37796515013963,14.846133949965065,2.0,34.5,5.0,59.13637,0
125.64461075014208,7.229497749961524,1.0,32.3,116.0,3.5814073,0
125.22794575014188,8.287826849962016,1.0,27.9,167.0,1045.2106,0
122.26962425014051,10.754483649963163,2.0,32.3,28.0,167.66576,0
122.2362910501405,7.246164349961532,1.0,31.8,57.0,143.42697,0
124.50294865014155,7.446163549961625,1.0,32.3,107.0,403.3542,0
124.81128075014169,8.029494549961896,1.0,28.1,130.0,1421.9546,0
125.43627825014198,6.129502149961013,1.0,31.6,96.0,429.54962,0
124.11128355014137,7.11283154996147,1.0,32.2,101.0,479.90656,0
119.17796995013907,5.229505749960595,1.0,31.5,122.0,28.146444,0
120.82796335013984,16.83779264996599,12.0,24.7,25.0,1582.9154,0
121.16962865014,18.179453949966614,1.0,28.6,106.0,742.02765,0
119.93630025013942,10.587817649963085,2.0,32.5,9.0,31.747946,0
117.76130895013841,8.996157349962346,3.0,31.3,22.0,235.60825,0
121.71962645014025,14.14613674996474,1.0,32.3,52.0,55.304653,0
125.29461215014192,12.371143849963914,1.0,31.5,162.0,3.2857864,0
120.70296385013978,15.196132549965228,3.0,33.7,6.0,85.5323,0
122.9029550501408,10.137819449962876,2.0,33.6,41.0,27.023706,0
122.79462215014075,11.17948194996336,1.0,32.5,62.0,142.2673,0
121.76129295014027,17.937788249966502,3.0,34.4,16.0,13.10523,0
124.4112823501415,6.404501049961141,1.0,31.0,97.0,696.7198,0
124.95294685014176,11.321148049963426,1.0,31.8,142.0,9.76234,0
124.52794855014156,6.312834749961098,1.0,29.7,98.0,865.96027,0
121.20296185014001,15.404465049965324,2.0,31.5,32.0,470.08508,0
124.41961565014151,7.88782844996183,1.0,31.5,104.0,773.32574,0
121.03629585013994,18.271120249966657,2.0,30.7,80.0,397.16522,0
125.56127775014204,6.3545012499611175,1.0,32.2,103.0,232.55699,0
121.67795995014023,18.17112064996661,2.0,33.8,22.0,10.684214,0
124.96128015014176,7.471163449961637,1.0,32.7,104.0,251.634,0
121.75295965014027,17.796122149966436,3.0,34.6,15.0,28.550407,0
125.45294485014199,8.44615954996209,1.0,30.7,171.0,329.31744,0
125.38627845014196,8.396159749962067,1.0,29.9,165.0,497.45654,0
123.71961845014118,12.25447764996386,1.0,32.4,76.0,161.09326,0
124.6279481501416,6.004502649960955,1.0,32.7,82.0,42.1836,0
120.50296465013969,14.55446844996493,2.0,29.7,11.0,654.5022,0
125.71961045014211,9.096156949962392,15.0,24.7,230.0,1676.3942,0
124.06128375014134,9.812820749962725,1.0,32.1,56.0,214.25935,0
121.11962885013997,16.696126549965925,1.0,29.5,57.0,779.5596,0
125.61127755014206,8.071161049961916,1.0,30.7,186.0,297.7149,0
125.45294485014199,12.154478049963814,1.0,31.2,158.0,18.764265,0
125.97794275014223,7.287830849961551,1.0,29.3,154.0,621.6771,0
121.83629265014031,16.346127949965762,1.0,27.8,111.0,999.55554,0
124.52794855014156,8.237827049961993,1.0,30.7,96.0,777.25,0
122.2362910501405,7.654496049961722,1.0,31.0,49.0,244.7858,0
123.16962065014093,10.979482749963267,1.0,33.2,74.0,5.023028,0
122.39462375014057,7.92949494996185,1.0,31.4,53.0,250.3527,0
122.81962205014077,7.6794959499617335,1.0,32.2,62.0,3.8228562,0
120.61129755013974,13.39613974996439,2.0,30.5,22.0,629.8041,0
124.56961505014158,8.321160049962032,1.0,31.9,83.0,290.50974,0
124.99461335014178,6.329501349961106,1.0,31.7,88.0,552.2203,0
122.76128895014074,7.987828049961877,1.0,31.5,63.0,274.27652,0
124.26961625014144,6.33783464996111,1.0,26.5,115.0,1502.2664,0
126.23627505014235,6.6878332499612725,1.0,31.3,124.0,72.96859,0
125.36127855014195,5.987836049960947,1.0,32.0,84.0,274.9013,0
125.16961265014186,12.196144549963833,1.0,29.5,176.0,413.74118,0
122.52795655014063,11.362814549963446,1.0,32.7,71.0,51.321594,0
125.01961325014179,11.396147749963461,1.0,31.8,155.0,32.88296,0
122.2612909501405,7.362830549961586,1.0,31.9,55.0,107.19864,0
121.92795895014035,13.421139649964402,1.0,30.4,56.0,464.1751,0
121.31962805014007,15.046133149965158,1.0,29.4,48.0,623.8676,0
125.16127935014185,6.604500249961234,1.0,32.3,87.0,345.9995,0
125.06961305014181,11.562813749963539,1.0,31.3,171.0,80.49379,0
124.44461555014152,12.237811049963852,1.0,29.1,134.0,556.8328,0
125.0446131501418,8.546159149962136,1.0,27.8,159.0,1206.9521,0
125.83627665014217,9.104490249962396,1.0,30.5,178.0,300.70093,0
120.28629885013959,12.071145049963775,2.0,32.8,10.0,133.74338,0
120.0946329501395,15.962796149965584,2.0,31.9,3.0,490.65936,0
122.31129075014053,10.754483649963163,2.0,32.6,29.0,114.94931,0
122.97795475014084,8.129494149961943,1.0,31.4,71.0,290.77548,0
122.16962465014046,10.70448384996314,2.0,31.4,25.0,295.1545,0
120.98629605013991,15.862796549965537,2.0,32.6,15.0,381.47858,0
120.25296565013957,15.871129849965541,2.0,35.2,9.0,12.632504,0
122.2446243501405,16.59612694996588,1.0,30.9,132.0,383.36688,0
124.48628205014154,10.979482749963267,1.0,32.1,97.0,131.86253,0
125.486278050142,9.421155649962543,1.0,30.9,156.0,228.77126,0
120.57796435013972,15.296132149965274,3.0,34.9,6.0,57.975212,0
120.81129675013983,15.562797749965398,3.0,34.4,4.0,25.468613,0
121.03629585013994,17.91278834996649,2.0,29.5,68.0,639.2176,0
123.44461955014106,9.73782104996269,1.0,30.4,67.0,653.37024,0
121.3946277501401,16.896125749966018,1.0,32.1,81.0,529.3682,0
121.29462815014006,16.004462649965603,1.0,29.4,47.0,709.68097,0
121.50296065014015,15.004466649965138,1.0,30.7,62.0,316.53137,0
121.26129495014004,16.17112864996568,1.0,28.4,43.0,943.662,0
121.42796095014012,14.171136649964751,1.0,32.5,37.0,119.414215,0
125.49461135014201,12.054478449963767,1.0,31.2,157.0,10.398594,0
121.89462575014034,13.304473449964348,2.0,31.9,50.0,143.24141,0
119.90296705013941,16.33779464996576,2.0,33.7,3.0,39.723827,0
124.10295025014136,7.862828549961819,1.0,30.9,108.0,919.4869,0
124.91128035014174,6.512833949961191,1.0,33.7,76.0,81.28128,0
121.53629385014017,16.68779324996592,1.0,34.8,53.0,85.22987,0
121.30296145014006,14.81280074996505,1.0,28.2,41.0,751.66797,0
120.77796355013982,17.129458149966126,2.0,29.2,37.0,787.57764,0
121.11962885013997,16.4294609499658,2.0,32.5,37.0,356.27115,0
126.17794195014233,6.996165349961416,1.0,31.1,132.0,296.4662,0
117.5029766501383,8.679491949962198,2.0,31.5,31.0,188.40318,0
126.01960925014225,8.979490749962338,1.0,31.8,172.0,84.76163,0
122.61128955014067,11.2628149499634,1.0,32.3,67.0,157.74059,0
120.06129975013948,12.071145049963775,2.0,32.6,9.0,105.148834,0
124.65294805014162,12.121144849963798,1.0,31.7,137.0,61.555305,0
121.86129255014032,11.762812949963632,2.0,31.9,57.0,129.38472,0
121.65296005014022,17.429456949966266,2.0,34.5,27.0,105.55523,0
121.31129475014006,16.821126049965983,1.0,32.1,76.0,526.1522,0
121.04462915013994,16.94612554996604,12.0,25.8,64.0,1345.7643,0
120.61963085013974,15.421131649965332,3.0,35.1,4.0,45.745865,0
123.02795455014086,7.587829649961691,1.0,32.3,66.0,12.334771,0
123.43628625014105,8.521159249962125,1.0,32.8,84.0,36.658314,0
124.36128255014148,7.6794959499617335,1.0,28.7,110.0,1208.4775,0
123.65295205014115,8.55449244996214,1.0,32.6,83.0,95.062744,0
121.25296165014004,18.071121049966564,1.0,30.6,65.0,409.04462,0
122.61128955014067,10.462818149963027,2.0,33.1,29.0,22.570148,0
124.90294705014173,7.00449864996142,1.0,33.7,95.0,30.12236,0
124.05295045014134,9.971153449962799,1.0,32.7,52.0,20.818375,0
122.78628885014075,7.77949554996178,1.0,32.4,62.0,7.0147576,0
120.5362978501397,16.329461349965754,2.0,26.8,7.0,1286.7489,0
121.31129475014006,15.337798649965293,1.0,29.5,48.0,628.5034,0
123.01128795014085,7.562829749961679,1.0,32.2,66.0,48.948563,0
125.12794615014184,8.33782664996204,15.0,26.4,181.0,1625.3828,0
120.91129635013988,16.354461249965766,2.0,27.3,21.0,1197.5891,0
121.22796175014003,15.129466149965197,1.0,29.6,37.0,558.7213,0
125.37794515014195,6.937832249961389,1.0,28.6,120.0,1000.7688,0
125.0529464501418,11.879479149963686,1.0,31.1,172.0,135.80775,0
121.21962845014002,12.47114344996396,2.0,31.3,26.0,535.03827,0
121.15296205013999,12.937808249964178,2.0,27.5,39.0,943.88464,0
126.21960845014235,8.396159749962067,1.0,31.8,195.0,137.46211,0
124.48628205014154,7.22116444996152,1.0,33.9,106.0,12.331055,0
122.38629045014056,7.946161549961857,1.0,31.8,51.0,152.40453,0
120.91129635013988,17.812788749966444,2.0,29.0,63.0,778.12604,0
119.027970550139,5.15450604996056,1.0,31.4,128.0,45.01401,0
123.27795355014098,10.637817449963109,1.0,29.2,80.0,833.1554,0
120.25296565013957,15.021133249965146,2.0,34.3,6.0,160.43115,0
121.20296185014001,18.421119649966727,1.0,31.7,76.0,186.30797,0
123.38628645014103,8.529492549962129,1.0,32.8,80.0,15.220626,0
124.96961345014176,6.196168549961044,1.0,31.3,87.0,555.0322,0
125.32794535014193,7.437830249961621,1.0,30.3,121.0,610.5378,0
124.11128355014137,7.6128295499617025,1.0,32.6,109.0,238.99138,0
120.06963305013949,15.162799349965212,2.0,34.4,4.0,25.642479,0
123.81128475014123,8.29616014996202,1.0,32.4,97.0,146.76842,0
126.50294065014248,7.287830849961551,1.0,30.6,119.0,324.5885,0
121.90295905014034,16.27946154996573,15.0,25.7,108.0,1378.3671,0
122.17795795014047,7.646162749961718,1.0,30.0,51.0,485.65228,0
124.00295065014132,10.51281794996305,1.0,33.1,42.0,55.35343,0
121.19462855014001,16.329461349965754,1.0,31.0,36.0,633.3272,0
124.11961685014137,12.854475249964139,1.0,32.0,143.0,30.505716,0
122.17795795014047,17.52112324996631,2.0,33.0,47.0,43.73131,0
121.11129555013997,13.69613854996453,2.0,32.6,33.0,177.756,0
121.66129335014023,17.46279014996628,2.0,34.4,28.0,156.10777,0
120.97796275013991,12.537809849963992,2.0,34.0,13.0,28.665478,0
122.62795615014068,13.421139649964402,2.0,32.9,31.0,74.154366,0
121.43629425014012,18.079454349966568,2.0,32.4,31.0,151.56291,0
122.30295745014052,11.4794807499635,1.0,32.6,75.0,54.81908,0
120.71963045013979,15.104466249965185,3.0,34.6,7.0,9.663083,0
119.54463515013924,11.312814749963422,2.0,32.4,11.0,59.145763,0
123.90295105014127,10.77115024996317,2.0,32.7,49.0,157.913,0
123.95295085014129,7.854495249961815,1.0,31.6,113.0,525.52844,0
121.43629425014012,15.646130749965437,1.0,31.0,86.0,324.4886,0
121.65296005014022,18.204453849966626,2.0,33.5,24.0,2.2152133,0
126.5529404501425,7.512829949961656,1.0,31.1,117.0,181.24573,0
119.51963525013923,10.737817049963155,2.0,31.9,14.0,115.29834,0
123.02795455014086,13.746138349964554,1.0,33.0,77.0,21.082386,0
126.30294145014238,8.246160349961997,1.0,32.2,177.0,30.016712,0
120.84462995013985,12.904475049964162,2.0,34.2,20.0,17.68142,0
124.88628045014173,10.437818249963016,1.0,30.4,131.0,362.2263,0
123.319620050141,10.637817449963109,1.0,30.7,75.0,621.9433,0
124.96961345014176,8.087827649961923,15.0,25.6,160.0,1702.7659,0
123.05295445014087,7.704495849961745,1.0,31.8,70.0,152.78423,0
121.03629585013994,18.40445304996672,1.0,29.1,116.0,610.4445,0
