time,TSI
1965-07-15,1361.376
1965-08-15,1361.3881
1965-09-15,1361.3218
1965-10-15,1361.3284
1965-11-15,1361.3242
1965-12-15,1361.3136
1966-01-15,1361.337
1966-02-15,1361.407
1966-03-15,1361.3395
1966-04-15,1361.3464
1966-05-15,1361.5814
1966-06-15,1361.6274
1966-07-15,1361.5747
1966-08-15,1361.6624
1966-09-15,1361.5258
1966-10-15,1361.6444
1966-11-15,1361.6288
1966-12-15,1361.6349
1967-01-15,1361.4661
1967-02-15,1361.6979
1967-03-15,1361.6385
1967-04-15,1362.0503
1967-05-15,1361.6189
1967-06-15,1361.7866
1967-07-15,1361.5917
1967-08-15,1361.6663
1967-09-15,1362.0507
1967-10-15,1361.9154
1967-11-15,1361.7352
1967-12-15,1361.6265
1968-01-15,1361.6825
1968-02-15,1361.9904
1968-03-15,1362.0809
1968-04-15,1361.9121
1968-05-15,1361.6276
1968-06-15,1361.566
1968-07-15,1361.7847
1968-08-15,1361.7094
1968-09-15,1361.8163
1968-10-15,1361.8217
1968-11-15,1361.8479
1968-12-15,1361.6589
1969-01-15,1361.7872
1969-02-15,1361.9324
1969-03-15,1361.7576
1969-04-15,1361.9167
1969-05-15,1361.9492
1969-06-15,1361.7538
1969-07-15,1361.976
1969-08-15,1361.9036
1969-09-15,1362.0052
1969-10-15,1361.6981
1969-11-15,1361.7501
1969-12-15,1361.8771
1970-01-15,1361.801
1970-02-15,1361.6753
1970-03-15,1362.0779
1970-04-15,1361.8578
1970-05-15,1361.7317
1970-06-15,1361.9685
1970-07-15,1361.8042
1970-08-15,1361.9215
1970-09-15,1361.8002
1970-10-15,1361.8386
1970-11-15,1361.8328
1970-12-15,1361.8816
1971-01-15,1361.6272
1971-02-15,1361.6896
1971-03-15,1361.7468
1971-04-15,1361.5632
1971-05-15,1361.5775
1971-06-15,1361.6584
1971-07-15,1361.4293
1971-08-15,1361.4008
1971-09-15,1361.6577
1971-10-15,1361.3588
1971-11-15,1361.4739
1971-12-15,1361.5361
1972-01-15,1361.7437
1972-02-15,1361.54
1972-03-15,1361.6204
1972-04-15,1361.8308
1972-05-15,1361.5281
1972-06-15,1361.6233
1972-07-15,1361.808
1972-08-15,1361.7053
1972-09-15,1361.7495
1972-10-15,1361.4884
1972-11-15,1361.6082
1972-12-15,1361.4517
1973-01-15,1361.5281
1973-02-15,1361.4995
1973-03-15,1361.3502
1973-04-15,1361.3999
1973-05-15,1361.531
1973-06-15,1361.4863
1973-07-15,1361.4484
1973-08-15,1361.4093
1973-09-15,1361.2368
1973-10-15,1361.4066
1973-11-15,1361.3606
1973-12-15,1361.3307
1974-01-15,1361.3252
1974-02-15,1361.3242
1974-03-15,1361.371
1974-04-15,1361.2853
1974-05-15,1361.423
1974-06-15,1361.448
1974-07-15,1361.2273
1974-08-15,1361.3646
1974-09-15,1361.2642
1974-10-15,1361.2915
1974-11-15,1361.4236
1974-12-15,1361.3254
1975-01-15,1361.2854
1975-02-15,1361.2616
1975-03-15,1361.2625
1975-04-15,1361.2815
1975-05-15,1361.2869
1975-06-15,1361.2657
1975-07-15,1361.2236
1975-08-15,1361.1487
1975-09-15,1361.448
1975-10-15,1361.3324
1975-11-15,1361.2452
1975-12-15,1361.298
1976-01-15,1361.2709
1976-02-15,1361.265
1976-03-15,1361.1595
1976-04-15,1361.2051
1976-05-15,1361.3026
1976-06-15,1361.2734
1976-07-15,1361.2355
1976-08-15,1361.2334
1976-09-15,1361.2908
1976-10-15,1361.3384
1976-11-15,1361.2686
1976-12-15,1361.2306
1977-01-15,1361.2944
1977-02-15,1361.3986
1977-03-15,1361.37
1977-04-15,1361.3494
1977-05-15,1361.4407
1977-06-15,1361.2842
1977-07-15,1361.4373
1977-08-15,1361.4773
1977-09-15,1361.2451
1977-10-15,1361.47
1977-11-15,1361.7826
1977-12-15,1361.592
1978-01-15,1361.7965
1978-02-15,1361.4407
1978-03-15,1361.6738
1978-04-15,1361.6823
1978-05-15,1361.8182
1978-06-15,1361.9956
1978-07-15,1361.9633
1978-08-15,1362.1033
1978-09-15,1361.7832
1978-10-15,1362.1195
1978-11-15,1361.9269
1978-12-15,1361.4049
1979-01-15,1361.9319
1979-02-15,1362.2645
1979-03-15,1362.7245
1979-04-15,1362.1917
1979-05-15,1362.298
1979-06-15,1361.6838
1979-07-15,1362.1976
1979-08-15,1362.0955
1979-09-15,1362.1509
1979-10-15,1362.1473
1979-11-15,1361.9227
1979-12-15,1362.4775
1980-01-15,1362.4476
1980-02-15,1362.1923
1980-03-15,1362.6199
1980-04-15,1361.8197
1980-05-15,1361.9757
1980-06-15,1362.3445
1980-07-15,1362.2699
1980-08-15,1362.2822
1980-09-15,1362.1666
1980-10-15,1362.1173
1980-11-15,1361.6118
1980-12-15,1362.5387
1981-01-15,1362.6483
1981-02-15,1362.1078
1981-03-15,1362.2867
1981-04-15,1362.6357
1981-05-15,1362.3014
1981-06-15,1362.1619
1981-07-15,1361.344
1981-08-15,1362.6686
1981-09-15,1362.3064
1981-10-15,1361.9688
1981-11-15,1362.3232
1981-12-15,1362.2302
1982-01-15,1362.4714
1982-02-15,1361.3713
1982-03-15,1361.3518
1982-04-15,1362.0371
1982-05-15,1361.9899
1982-06-15,1361.056
1982-07-15,1361.7031
1982-08-15,1361.7426
1982-09-15,1362.0724
1982-10-15,1362.2015
1982-11-15,1361.8754
1982-12-15,1361.7615
1983-01-15,1362.0726
1983-02-15,1361.8119
1983-03-15,1361.8257
1983-04-15,1361.8279
1983-05-15,1361.6686
1983-06-15,1361.6803
1983-07-15,1361.8835
1983-08-15,1362.0338
1983-09-15,1361.8439
1983-10-15,1361.6484
1983-11-15,1361.7467
1983-12-15,1361.675
1984-01-15,1360.9341
1984-02-15,1361.181
1984-03-15,1361.7621
1984-04-15,1361.0679
1984-05-15,1361.3163
1984-06-15,1361.6952
1984-07-15,1361.7286
1984-08-15,1361.5863
1984-09-15,1361.5039
1984-10-15,1361.3954
1984-11-15,1361.2771
1984-12-15,1361.3617
1985-01-15,1361.244
1985-02-15,1361.3068
1985-03-15,1361.2611
1985-04-15,1361.1294
1985-05-15,1361.2296
1985-06-15,1361.291
1985-07-15,1361.234
1985-08-15,1361.3628
1985-09-15,1361.2748
1985-10-15,1361.194
1985-11-15,1361.2491
1985-12-15,1361.294
1986-01-15,1361.2906
1986-02-15,1361.1675
1986-03-15,1361.3021
1986-04-15,1361.2607
1986-05-15,1361.3339
1986-06-15,1361.265
1986-07-15,1361.2526
1986-08-15,1361.204
1986-09-15,1361.2097
1986-10-15,1361.2418
1986-11-15,1361.325
1986-12-15,1361.2795
1987-01-15,1361.2693
1987-02-15,1361.2632
1987-03-15,1361.267
1987-04-15,1361.2163
1987-05-15,1361.345
1987-06-15,1361.4546
1987-07-15,1361.4686
1987-08-15,1361.375
1987-09-15,1361.459
1987-10-15,1361.442
1987-11-15,1361.5863
1987-12-15,1361.6024
1988-01-15,1361.6593
1988-02-15,1361.7173
1988-03-15,1361.534
1988-04-15,1361.6476
1988-05-15,1361.9204
1988-06-15,1361.5718
1988-07-15,1361.3488
1988-08-15,1361.71
1988-09-15,1361.9706
1988-10-15,1361.6415
1988-11-15,1361.9169
1988-12-15,1361.8024
1989-01-15,1362.0247
1989-02-15,1362.1587
1989-03-15,1361.9265
1989-04-15,1362.1699
1989-05-15,1362.3761
1989-06-15,1361.824
1989-07-15,1362.7047
1989-08-15,1362.05
1989-09-15,1361.7678
1989-10-15,1362.5636
1989-11-15,1362.394
1989-12-15,1362.4291
1990-01-15,1362.4414
1990-02-15,1362.2257
1990-03-15,1362.2379
1990-04-15,1362.4851
1990-05-15,1362.1062
1990-06-15,1362.3877
1990-07-15,1362.0226
1990-08-15,1361.6699
1990-09-15,1362.4089
1990-10-15,1362.1974
1990-11-15,1361.3508
1990-12-15,1361.921
1991-01-15,1361.5348
1991-02-15,1361.8354
1991-03-15,1361.9319
1991-04-15,1362.6871
1991-05-15,1361.9824
1991-06-15,1361.9777
1991-07-15,1362.23
1991-08-15,1362.193
1991-09-15,1362.5004
1991-10-15,1361.6536
1991-11-15,1362.221
1991-12-15,1361.4285
1992-01-15,1362.0728
1992-02-15,1361.9536
1992-03-15,1362.3589
1992-04-15,1362.2018
1992-05-15,1362.0342
1992-06-15,1361.9097
1992-07-15,1361.6243
1992-08-15,1361.6045
1992-09-15,1361.7617
1992-10-15,1361.4755
1992-11-15,1361.7032
1992-12-15,1361.882
1993-01-15,1361.9104
1993-02-15,1361.4453
1993-03-15,1361.8
1993-04-15,1361.7788
1993-05-15,1361.7452
1993-06-15,1361.7415
1993-07-15,1361.6942
1993-08-15,1361.653
1993-09-15,1361.4954
1993-10-15,1361.296
1993-11-15,1361.331
1993-12-15,1361.461
1994-01-15,1361.2896
1994-02-15,1361.5887
1994-03-15,1361.6433
1994-04-15,1361.4783
1994-05-15,1361.386
1994-06-15,1361.378
1994-07-15,1361.3567
1994-08-15,1361.3743
1994-09-15,1361.2416
1994-10-15,1361.2976
1994-11-15,1361.4373
1994-12-15,1361.2954
1995-01-15,1361.4304
1995-02-15,1361.4099
1995-03-15,1361.3363
1995-04-15,1361.2808
1995-05-15,1361.2805
1995-06-15,1361.3293
1995-07-15,1361.3048
1995-08-15,1361.3181
1995-09-15,1361.3
1995-10-15,1361.2302
1995-11-15,1361.2811
1995-12-15,1361.241
1996-01-15,1361.2712
1996-02-15,1361.228
1996-03-15,1361.1904
1996-04-15,1361.2086
1996-05-15,1361.2434
1996-06-15,1361.2332
1996-07-15,1361.2281
1996-08-15,1361.2538
1996-09-15,1361.2888
1996-10-15,1361.2366
1996-11-15,1361.1157
1996-12-15,1361.3204
1997-01-15,1361.2993
1997-02-15,1361.2887
1997-03-15,1361.3068
1997-04-15,1361.3026
1997-05-15,1361.3402
1997-06-15,1361.3289
1997-07-15,1361.332
1997-08-15,1361.3864
1997-09-15,1361.2416
1997-10-15,1361.5432
1997-11-15,1361.4308
1997-12-15,1361.4747
1998-01-15,1361.5787
1998-02-15,1361.5168
1998-03-15,1361.4003
1998-04-15,1361.6934
1998-05-15,1361.6041
1998-06-15,1361.6506
1998-07-15,1361.8511
1998-08-15,1361.6605
1998-09-15,1361.6462
1998-10-15,1361.9623
1998-11-15,1361.8809
1998-12-15,1361.9692
1999-01-15,1362.1042
1999-02-15,1361.8348
1999-03-15,1361.9711
1999-04-15,1361.8689
1999-05-15,1361.9812
1999-06-15,1361.9734
1999-07-15,1362.0599
1999-08-15,1362.0675
1999-09-15,1362.2136
1999-10-15,1361.7329
1999-11-15,1361.9132
1999-12-15,1361.9463
2000-01-15,1362.3506
2000-02-15,1362.1687
2000-03-15,1361.9939
2000-04-15,1362.2375
2000-05-15,1361.9108
2000-06-15,1362.0281
2000-07-15,1362.1401
2000-08-15,1362.5767
2000-09-15,1361.984
2000-10-15,1362.6084
2000-11-15,1362.4606
2000-12-15,1362.5686
2001-01-15,1362.2892
2001-02-15,1362.3119
2001-03-15,1361.8824
2001-04-15,1361.8597
2001-05-15,1362.0925
2001-06-15,1362.0206
2001-07-15,1362.217
2001-08-15,1361.9353
2001-09-15,1361.7737
2001-10-15,1362.2314
2001-11-15,1361.9543
2001-12-15,1362.4086
2002-01-15,1362.8835
2002-02-15,1362.8602
2002-03-15,1362.5936
2002-04-15,1362.1416
2002-05-15,1362.1659
2002-06-15,1362.1512
2002-07-15,1361.629
2002-08-15,1361.7991
2002-09-15,1361.9845
2002-10-15,1361.9357
2002-11-15,1361.8413
2002-12-15,1362.3444
2003-01-15,1362.2438
2003-02-15,1362.1492
2003-03-15,1361.6288
2003-04-15,1361.6735
2003-05-15,1361.6788
2003-06-15,1361.5311
2003-07-15,1361.6709
2003-08-15,1361.7899
2003-09-15,1361.8505
2003-10-15,1360.7906
2003-11-15,1361.5948
2003-12-15,1361.7275
2004-01-15,1361.5123
2004-02-15,1361.5675
2004-03-15,1361.5515
2004-04-15,1361.6261
2004-05-15,1361.4795
2004-06-15,1361.506
2004-07-15,1361.1465
2004-08-15,1361.2194
2004-09-15,1361.4816
2004-10-15,1361.5154
2004-11-15,1361.4349
2004-12-15,1361.6178
2005-01-15,1361.1162
2005-02-15,1361.3435
2005-03-15,1361.313
2005-04-15,1361.2676
2005-05-15,1361.2483
2005-06-15,1361.2291
2005-07-15,1361.2877
2005-08-15,1361.3584
2005-09-15,1361.1774
2005-10-15,1361.3395
2005-11-15,1361.1814
2005-12-15,1361.2891
2006-01-15,1361.3391
2006-02-15,1361.3048
2006-03-15,1361.2397
2006-04-15,1361.262
2006-05-15,1361.4227
2006-06-15,1361.2767
2006-07-15,1361.2229
2006-08-15,1361.0892
2006-09-15,1361.262
2006-10-15,1361.28
2006-11-15,1361.0597
2006-12-15,1361.0748
2007-01-15,1361.09
2007-02-15,1361.1149
2007-03-15,1361.1953
2007-04-15,1361.1434
2007-05-15,1361.1669
2007-06-15,1361.2335
2007-07-15,1361.1835
2007-08-15,1361.2196
2007-09-15,1361.1638
2007-10-15,1361.163
2007-11-15,1361.1566
2007-12-15,1361.188
2008-01-15,1361.2716
2008-02-15,1361.2172
2008-03-15,1361.1671
2008-04-15,1361.2498
2008-05-15,1361.2313
2008-06-15,1361.1765
2008-07-15,1361.1759
2008-08-15,1361.1876
2008-09-15,1361.1763
2008-10-15,1361.1957
2008-11-15,1361.1726
2008-12-15,1361.1406
2009-01-15,1361.143
2009-02-15,1361.1578
2009-03-15,1361.1624
2009-04-15,1361.1606
2009-05-15,1361.2239
2009-06-15,1361.2194
2009-07-15,1361.1716
2009-08-15,1361.1616
2009-09-15,1361.1797
2009-10-15,1361.2013
2009-11-15,1361.2705
2009-12-15,1361.2396
2010-01-15,1361.2754
2010-02-15,1361.3927
2010-03-15,1361.3057
2010-04-15,1361.3822
2010-05-15,1361.3627
2010-06-15,1361.3256
2010-07-15,1361.4047
2010-08-15,1361.3546
2010-09-15,1361.3553
2010-10-15,1361.2633
2010-11-15,1361.3619
2010-12-15,1361.2983
2011-01-15,1361.3356
2011-02-15,1361.3511
2011-03-15,1361.3741
2011-04-15,1361.7372
2011-05-15,1361.7183
2011-06-15,1361.7072
2011-07-15,1361.5732
2011-08-15,1361.4954
2011-09-15,1361.4998
2011-10-15,1361.6578
2011-11-15,1361.8337
2011-12-15,1361.9802
2012-01-15,1361.8209
2012-02-15,1361.795
2012-03-15,1361.6506
2012-04-15,1361.7693
2012-05-15,1361.6517
2012-06-15,1361.7397
2012-07-15,1361.4606
2012-08-15,1361.8741
2012-09-15,1362.0159
2012-10-15,1361.7957
2012-11-15,1361.8445
2012-12-15,1361.8113
2013-01-15,1361.6747
2013-02-15,1361.69
2013-03-15,1361.8337
2013-04-15,1361.7037
2013-05-15,1361.9454
2013-06-15,1361.8801
2013-07-15,1361.9081
2013-08-15,1361.9625
2013-09-15,1361.8994
2013-10-15,1361.6393
2013-11-15,1361.6637
2013-12-15,1361.9404
2014-01-15,1361.6924
2014-02-15,1361.5901
2014-03-15,1362.2932
2014-04-15,1362.0272
2014-05-15,1361.9138
2014-06-15,1361.7971
2014-07-15,1361.8143
2014-08-15,1362.005
2014-09-15,1361.963
2014-10-15,1361.5731
2014-11-15,1362.0165
2014-12-15,1361.9578
2015-01-15,1362.0659
2015-02-15,1362.4369
2015-03-15,1362.1709
2015-04-15,1362.2218
2015-05-15,1362.0271
2015-06-15,1361.8427
2015-07-15,1361.9988
2015-08-15,1361.6337
2015-09-15,1361.5824
2015-10-15,1361.788
2015-11-15,1361.896
2015-12-15,1361.762
2016-01-15,1361.704
2016-02-15,1361.7703
2016-03-15,1361.5923
2016-04-15,1361.2639
2016-05-15,1361.4188
2016-06-15,1361.4874
2016-07-15,1361.4229
2016-08-15,1361.4545
2016-09-15,1361.4265
2016-10-15,1361.3861
2016-11-15,1361.3805
2016-12-15,1361.2803
2017-01-15,1361.3027
2017-02-15,1361.3522
2017-03-15,1361.2594
2017-04-15,1361.312
2017-05-15,1361.3613
2017-06-15,1361.371
2017-07-15,1361.2212
2017-08-15,1361.2158
2017-09-15,1361.0613
2017-10-15,1361.3802
2017-11-15,1361.3558
2017-12-15,1361.307
2018-01-15,1361.2626
2018-02-15,1361.199
2018-03-15,1361.2217
2018-04-15,1361.2584
2018-05-15,1361.2977
2018-06-15,1361.321
2018-07-15,1361.3112
2018-08-15,1361.2745
2018-09-15,1361.2583
2018-10-15,1361.2627
2018-11-15,1361.227
2018-12-15,1361.2499
2019-01-15,1361.2559
2019-02-15,1361.2721
2019-03-15,1361.2639
2019-04-15,1361.1895
2019-05-15,1361.2292
2019-06-15,1361.3027
2019-07-15,1361.2819
2019-08-15,1361.2537
2019-09-15,1361.2471
2019-10-15,1361.2444
2019-11-15,1361.2612
2019-12-15,1361.2649
2020-01-15,1361.2808
2020-02-15,1361.2573
2020-03-15,1361.2633
2020-04-15,1361.237
2020-05-15,1361.2863
2020-06-15,1361.3076
2020-07-15,1361.288
2020-08-15,1361.371
2020-09-15,1361.3176
2020-10-15,1361.3539
2020-11-15,1361.3816
2020-12-15,1361.5228
2021-01-15,1361.4215
2021-02-15,1361.3696
2021-03-15,1361.4412
2021-04-15,1361.3999
2021-05-15,1361.4021
2021-06-15,1361.4774
2021-07-15,1361.581
2021-08-15,1361.5167
2021-09-15,1361.4973
2021-10-15,1361.5236
2021-11-15,1361.5828
2021-12-15,1361.6472
2022-01-15,1361.67
2022-02-15,1361.8533
2022-03-15,1361.8098
2022-04-15,1361.9296
2022-05-15,1362.1365
2022-06-15,1362.1174
2022-07-15,1361.9788
2022-08-15,1361.9519
2022-09-15,1362.1454
2022-10-15,1362.2289
2022-11-15,1362.0884
2022-12-15,1361.862
2023-01-15,1362.1772
2023-02-15,1362.4064
2023-03-15,1362.5898
2023-04-15,1362.572
2023-05-15,1362.144
2023-06-15,1362.5377
2023-07-15,1362.033
2023-08-15,1362.543
2023-09-15,1362.6113
2023-10-15,1362.822
2023-11-15,1362.5399
2023-12-15,1362.4066
2024-01-15,1362.6362
2024-02-15,1362.2043
2024-03-15,1362.5046
2024-04-15,1362.6205
2024-05-15,1362.3502
2024-06-15,1362.4741
2024-07-15,1362.7909
2024-08-15,1362.3158
2024-09-15,1363.2379
2024-10-15,1362.4122
2024-11-15,1362.5304
2024-12-15,1362.6963
2025-01-15,1362.6112
2025-02-15,1362.5714
2025-03-15,1362.8842
2025-04-15,1362.5593
2025-05-15,1362.0984
2025-06-15,1362.2878
2025-07-15,1362.4957
2025-08-15,1362.3425
2025-09-15,1362.3715
2025-10-15,1362.3833
2025-11-15,1362.2733
2025-12-15,1362.1208
